Tenure,CityTier,WarehouseToHome,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,DaySinceLastOrder,CashbackAmount,Churn
0.269161571,2.461676858,11.26916157,1,2.269161571,4,2.538323142,3,2,2.269161571,1,11.80748471,1,3,157.5383231,1
0.198631614,1,30,1,3,4.198631614,0.397263228,4.602736772,1.801368386,2.595894842,0.198631614,12.39726323,1.198631614,7.609578703,186.4041052,1
1,1,12.78338722,1,3,4,4,4.56677444,2,3.78338722,0.21661278,12.43322556,2.21661278,3.78338722,155.8664511,1
15.18149461,1,14.45551617,0.909252694,3.090747306,5.909252694,0,1,1.909252694,3.818505389,0,16.09074731,2,4.036298922,231.5462635,1
20,1,29,0,3,3,0,1.629767814,0.370232186,2,0,12,9.519071257,6,203,1
0,3,6,0.248721076,2.90051157,3,3,3.751278924,1.502557849,2.497442151,0.751278924,15.75127892,1,3.502557849,131.2538368,1
0,1,11.02317362,0.103004711,2.020600942,3,3,2.896995289,2,2,1,13,3.206009421,7.103004711,124.3090141,1
0,3,15,1,3,4,4,5,0.153875789,4,0,12,1.153875789,2,144,1
0,1,18.96124787,0.182813389,2.817186611,3.817186611,3,4,0.182813389,5.268746446,0.182813389,16.18281339,0,0.817186611,124.8171866,1
0,2.912583763,15.04370812,0.956291882,2,3.043708118,4,1.174832474,2,2,0,13,0.043708118,0,111.1311244,1
0,3,19,0,2,3,2,4,2,6,0,11,0.62332356,0,158,1
0,3,7.660759339,1,2.339240661,4,2,4.339240661,1.660759339,5.964556033,0.660759339,11.66075934,1,3.696203306,198.3215187,1
6.625412036,1.062431327,23.75027469,1,3,5,4,3.124862655,1,10.68784336,1,16.93756867,2,1,148.9375687,1
1,1,10,0,3,4,4,5,2,7,1,12,1.513826346,5,152,1
0,3,6.218027231,0.109013616,2.956394554,3,3,4.109013616,1.890986384,1.890986384,0.890986384,15.45493192,0,3.781972769,131.7819728,1
0,3,6.994159284,1,2,4.248539821,0,2.502920358,0.248539821,5.005840716,0,11,2.242699105,7.248539821,205.5029204,1
0,1,18.4,0,3,3,3,1.683057378,0.316942622,2,1,11,1,0,125,1
14.66178426,3,9,0,3.191173677,6,5,1.57352103,1.191173677,3.191173677,0.191173677,16.45881682,3.617652647,10.38234735,321.0882632,1
0.871579447,2.87548865,7.750977301,1,2.12451135,4,1.750977301,4.12451135,1.87548865,8.249022699,0.87548865,12.2490227,1.12451135,2.498045398,199.7470681,1
0.697533683,3,28.51233159,0,3.395067365,5.395067365,2,3.604932635,1.302466317,5.302466317,0.697533683,12.90739895,0.697533683,2.395067365,169.7901347,1
0,1.282603758,14.14130188,0.141301879,2,3.858698121,4,3.576094364,2,2,0,12.14130188,0,0,112.7173962,1
2,3,9,0,2,3,2,3,0.857230937,5,1,18,1,0,152,1
1,1,22,1,3,4,0,3,0.76465095,9,1,13,3.2,8,261,1
0,2.146695114,14.85867805,0.853304886,2,4.146695114,3,4.706609772,1,4.413219544,0.853304886,15.14669511,1.706609772,0,123.1466951,1
0,3,21.30967715,0.690322847,2.309677153,4.380645694,2,2.238708612,1.309677153,6.690322847,0.690322847,14.30967715,0.309677153,2,153.6903228,1
1.890048129,1,29.32985561,1,3,3.054975935,3.945024065,4.945024065,2,1,0,12.89004813,0.054975935,3.054975935,138.7800963,1
0.682540479,1.634919042,31.36508096,0,3.365080958,4,3.365080958,4,1.317459521,2.365080958,1,20.95237856,5.412702394,9.317459521,145.3174595,1
1,1,9.994850547,1,3.668383151,4,4,3,2,3.668383151,0.331616849,12.6632337,1,1.663233698,159.6683832,1
1,3,27,0,4,6,2,3,0.499420683,5,1,12,1.500579317,3,171,1
0,1,13.93717513,1,2,3,3,5,2,3,0.645725043,11,0.354274957,1.06282487,131.2914501,1
0,1.978859183,8.489429591,0.510570409,2.489429591,3,3.021140817,3,2,8.468288774,0,15.53171123,0.489429591,0.510570409,144.9788592,1
0,3,19.23990588,0.119952942,2,3.239905883,2,3.640141175,1.880047058,6.119952942,0.119952942,11.35985883,0,0.239905883,157.5201882,1
0,1.312064045,24,0.312064045,2.4,2.375871911,3,2.936192134,1.687935955,1.687935955,0,18.37587191,1,0,127.9361921,1
0.197603969,3,21.60479206,1,3.197603969,3.395207939,0.395207939,3.395207939,1,3.790415878,0.197603969,13.19760397,0.395207939,0.592811908,182.7904159,1
1,2.722836092,19.55432782,0.861418046,3.138581954,4.277163908,2.277163908,1.554327816,2,4.722836092,1,24.72283609,4.138581954,8,170.0299263,1
1,3,19,1,4,5,4,5,0.862699967,3,0,19,2,1,145,1
1,1,16.9047735,0,3,5,4,4.952386752,2,3,0,13.95238675,1.952386752,1,138.9523868,1
0,1,8,1,2,3,4,3,2,7,0,17,1.342354764,1,144,1
0.662313739,1.675372523,11.33768626,1,3.662313739,5,3.324627477,3,1.662313739,6.324627477,0.337686261,17.33768626,0.662313739,4.350745045,163.3246275,1
1,1,12.75182515,1,3,4,4,4.503650292,2,3.751825146,0.248174854,12.49634971,2.248174854,3.751825146,155.9926994,1
4.504430123,3,31.5641613,0.811946235,2.376107531,3.623892469,0.376107531,3.811946235,2,3.564161296,1,12.18805377,1,0.752215061,190.6238925,1
1.134899643,2.891499404,15.0542503,0.945749702,2.054250298,3.054250298,4,4.945749702,1.054250298,2,0.054250298,19.32550179,1,0,118.0542503,1
1.312919548,2.374160904,33.93875864,0.312919548,3.312919548,4.687080452,2,5,1.374160904,7.625839096,0.312919548,17.25167819,1.687080452,1.687080452,192,1
0,3,19,0.858506455,2.858506455,3.858506455,2,4.858506455,1.141493545,6,0.858506455,12.71701291,1.858506455,1.717012909,160.5755194,1
1,1,17,0.131686903,3,4.868313097,3.868313097,4.736626193,2,3,0.131686903,13.73662619,1.131686903,1.131686903,138.4732524,1
18.88487728,2.410081813,8.294959094,1,2.294959094,3.589918187,2.589918187,1.705040906,1.705040906,6.769754562,0.294959094,15.70504091,0.589918187,2.410081813,151.1151227,1
1.516044541,1.516044541,12.96791092,0.74197773,3.74197773,4,2,3,0,3.774066811,0.25802227,19,2,1.74197773,174.7740668,1
1,3,11,1,3,5,2,1.322276759,2,3,1,13,5.966830276,5,183,1
0,3,6.252314736,0.252314736,2.848611158,3,3,3.747685264,1.747685264,2.504629472,0.747685264,15.74768526,1,3.495370528,131.2430558,1
1,1,9,1,3,4,4,3,2,8,0,18,1.253913706,2,169,1
11.50657539,2.662283073,14.26491323,0.168858463,2.831141537,3,3,3,0.831141537,4.182009244,1,11.16885846,1,7,126.6622831,1
0,1,9.946365208,0.946365208,2,3,4,2.053634792,0.107269583,2,0.946365208,14.83909563,5.053634792,6.053634792,137.2145392,1
0,3,17.88253501,0.717464991,2,4.282535009,3,3.717464991,0.282535009,1.717464991,0.717464991,17.43492998,0.282535009,0,124,1
1,3,9,0,3,5,4,1.524524285,2,9,0,15,1,1,153,1
0,1.15090198,24.50945881,0.15090198,2.909458812,2.69819604,3,5,1,1.84909802,0.84909802,17,0.15090198,0,124.9054119,1
1.849808577,1,10.53358856,0.383397141,3,5,3.233205718,4.233205718,2,3.233205718,1,24,1,2.916985705,161,1
0.403868612,3,29.66344282,1,2.831721411,4.663442823,4,2.168278589,2,2,1,14.84139294,1,0,112.0096715,1
1,3,14,1,3,4,4,4,2,3,0,14,1.836442192,1,152,1
0,1.451090368,21.35327111,0.548909632,2.360872295,3.548909632,3,2.451090368,1.548909632,1.548909632,1,12.09781926,0,0.548909632,125.3532711,1
0.189195792,1,15.37839158,1,2.189195792,3.189195792,3,4.621608415,2,3,1,11.18919579,0.189195792,0.378391585,132.5675874,1
1,2.440767997,11.440768,0.279616001,3,4.279616001,4,2.440767997,1.720383999,2.720383999,1,13.440768,1,1,154,1
0.511113638,3,31.97777272,0,2.511113638,4.022227277,1.022227277,3.022227277,1.022227277,2,0.511113638,23.02222728,3.044454554,10.02222728,173.4444318,1
0,3,23.41725193,1,2.604312982,3.187061053,2,1.604312982,1.604312982,8.208625964,1,13.39568702,0.604312982,3.208625964,153.395687,1
0,2.078203324,16,1,2.460898338,3.539101662,0,4.078203324,1,8.617304985,0,14.23460997,2.617304985,0,201.617305,1
0,3,30,1,2.828708984,4.314835935,4,2.513873049,2,2,0.828708984,14.51387305,0.828708984,0,111,1
0,1,6.511311853,1,2.336349827,3,3,1.681749137,2,2,1,12.65912543,6.511311853,7.829562716,128.0226237,1
1,1,32,0.290611178,3.709388822,5,4,4,0.581222356,6.709388822,0.290611178,18.16244471,1,2.290611178,149.4187776,1
1.894598623,2.789197245,8.789197245,0.105401377,2.105401377,3.210802755,2.210802755,3.105401377,1,4.789197245,0.894598623,17.78919725,1.105401377,0.105401377,151.8945986,1
1,2.677707724,17,1,3.161146138,4.838853862,0,4.677707724,1,10.51656159,0,17.03312317,1,8.696687683,227.5165616,1
0,3,16,1,2,4,0,5,1,10,0,17,1.315948078,0,203,1
2.120830838,2.697024166,7.394048332,1,2.302975834,4,1.394048332,4.302975834,1.697024166,8.605951668,0.697024166,12.60595167,2,3.211903336,200.817855,1
17.45912012,1.725965681,30.8149142,0.36298284,2.63701716,3.36298284,0,2.451931362,1,3.088948521,0.36298284,12.36298284,5.185085798,3.822102958,205.177897,1
3.637838668,2.758559112,31.87927956,1,3.120720444,5,0,4.120720444,2,3.879279556,0.879279556,13,2,6.824144089,215.5171182,1
5,1,9,0,3,6,4,1.2746284,1,6,1,14,1,1,153,1
3.887409533,3,29.22518093,1,3.774819067,4.887409533,1.774819067,3.112590467,0.225180933,3.887409533,1,12.88740953,1.774819067,0.887409533,189.2251809,1
0,3,16.17866728,0.407778034,2,4.592221966,3,3.407778034,1,1.407778034,0.407778034,16.81555607,0,0,124,1
0.113619638,2.772760724,8.772760724,0.886380362,2.227239276,3.772760724,0,1.340858914,1.113619638,2.113619638,0.886380362,11.11361964,3.113619638,7.113619638,202.5455214,1
5.030091874,1.094393403,23.18878681,0.047196702,2.952803298,3.047196702,3,4,1.047196702,2,0.047196702,13,1,0,121.9528033,1
0.03858338,2.922833239,8.96141662,0.96141662,2.077166761,3.922833239,0,1.115750141,1.03858338,2.03858338,0.96141662,11.03858338,2.96141662,7.03858338,202.8456665,1
1.090847268,1,17.12414781,0.320837432,2.320837432,4.320837432,3,3.641674863,1,2,1,13.0374877,0,7,123.0374877,1
0.631375978,1.737248045,13.26275196,0.368624022,3,4.368624022,3.262751955,3,1,5,1,15.47449609,1.262751955,7.631375978,159.4744961,1
1,1.270559256,25,0.270559256,3.729440744,3.458881487,4,2.082237026,1.729440744,2.729440744,0,19.45888149,2,1,152.8116778,1
2.44782522,1,26.94347566,1,2.751208211,3.248791789,3,4.751208211,0.497583577,7.253624634,1,20.75120821,0.751208211,2,123.7512082,1
14,3,8.405592464,1,3.942058219,4,2,3,1,8.768232878,0.057941781,13.11588356,1.942058219,2.115883561,192.0579418,1
1,1,15.59654491,0.298272454,3,4.701727546,3.701727546,3.701727546,2,3,0.298272454,12.70172755,1,1.298272454,137.1051826,1
16.34696822,1,14.7755053,0.775505297,3,5.775505297,0,2.67348411,1.551010593,5.122473516,0.224494703,15.7755053,1.897978813,4.089797881,230.4285371,1
1,1.393121798,14.7862436,0,3,4,4,3,0.606878202,3,0.606878202,16.6068782,1.393121798,3,153.2137564,1
14.55701628,3,9.721491858,1,2.860745929,4.721491858,3.721491858,2.721491858,0.278508142,3.278508142,0.860745929,15.13925407,1,3,152,1
19.9892847,1.021430595,20.87141643,0.010715298,3.989284702,4,3.978569405,3.978569405,1.010715298,10.94642351,0.989284702,18.9785694,3.967854107,4,175.0214306,1
18.17702935,1,10.72128669,0,2.455742663,4,0,3.177029348,0.455742663,4.809801359,0.544257337,14.91148533,2.632772011,9,200.9114853,1
2,1,25.6,1,3,3,3,5,0.975778819,8,1,21,1,2,124,1
2.892591419,2.261727612,7.107408581,0.369136194,3.369136194,3.369136194,2.738272388,1.630863806,1.630863806,8.630863806,1,12.10740858,1,4.261727612,160.7382724,1
0,1,12.64280767,0,2.528561533,3.357192334,3,2.285615332,0.714384668,2,1,16.71438467,0,1.285615332,129,1
1,1,10,1,3,4,4,3,2,3,0,14,1.344091618,1,139,1
1,1,7.479456163,0,4,2,0,4,2,3,0,12,3.041087675,8,199,1
1,1,29.67800535,1,3,4,4,3.559335117,1,3,0.559335117,19.32199465,1.440664883,1,149,1
1,3,7,0,3.879914627,5,4,4,2,3,1,12,2,3,147,1
0,1,6,1,2.2,3,3,1.505520792,2,2,1,13,5.494479208,8,127,1
19.49224216,1,13.25500454,1,2.507757838,3,3,1.984484324,2,3.476726485,0,19.93793729,0,0,125.5077578,1
7.62511907,1,29.72325681,0.861628405,2,3.861628405,3,3,1.723256811,5.861628405,1,13.58488522,0,2.723256811,120.1383716,1
2.965479082,3,31.03452092,0.982739541,2.017260459,4.017260459,0.034520918,4.017260459,2,3.069041836,0.982739541,12.06904184,1,0.034520918,191.0172605,1
8,1,7.249972891,1,3.249972891,4,4,4,1,3,1,13,2.249972891,4,148,1
0.073364067,1,14.85327187,0.073364067,2.146728135,2.926635933,4,5,1.853271865,7.633179663,0.073364067,22,1.073364067,3.779907798,141.9266359,1
1,2.326292498,25.69483001,1,4,4.336853751,0,3.673707502,1.336853751,3.663146249,0,13.66314625,1.336853751,3.021122506,208.6842688,1
1,1,15.19073274,1,3.40463363,4.59536637,4,4.59536637,2,2.40463363,1,23.40463363,1.40463363,2.19073274,148.8092673,1
1,1,23.16970869,0.415145654,3.415145654,4,4,3,1.584854346,3,0.584854346,13.58485435,3.169708692,5.92427173,149.8302913,1
1,1,12.7334233,0.422192234,3,4,4,2.155615532,1,4.155615532,1,14.84438447,5,7.577807766,159.6887689,1
0,3,33,1,2,3,2,1,2,2,1,18,0.644808237,7,158,1
0,1.39142528,21.41286208,0.19571264,2.80428736,4.60857472,3.60857472,5,1.80428736,2.19571264,0.80428736,21.0214368,3.21714944,6.0214368,139.5871379,1
0.179746681,1,8.179746681,1,2.359493362,3.359493362,4,3,2,7.179746681,0.179746681,16.82025332,1.820253319,1,144.3594934,1
0,1,12.64874711,0,2.529749423,3.351252886,3,2.297494228,0.702505772,2,1,16.70250577,0,1.297494228,129,1
5.64824181,1,27.83793955,0.418969774,3.418969774,3.418969774,2,3.581030226,0.581030226,4.162060452,0.418969774,19.48618136,3.418969774,7.418969774,188.1620605,1
1,2.083942767,7.541971383,1,3.541971383,4.458028617,4,3.458028617,1,4.083942767,0,16,2,2.083942767,152.6259142,1
0.743352793,3,13.51329441,0.743352793,3.743352793,5.230058378,2,3.513294414,1.256647207,4.716763964,1,18.48670559,0.743352793,6.716763964,185.716764,1
13.256343,2.504228665,35.24788567,1,3,4.752114333,0,4.752114333,1,5.256342998,1,13.75211433,3.495771335,3.230971006,236.230971,1
1,2.025749485,15.51287474,1,4,5,4,4.025749485,0.974250515,4.025749485,0.487125258,12.51287474,2,3,167.051499,1
1,2.358290915,35.67914546,1,3.679145457,5.037436372,2,5,1.358290915,9.358290915,0.320854543,19,1.358290915,2.037436372,172.4331637,1
0,3,18.35763007,0,2,4.192100232,3,2.596050116,1.403949884,1.403949884,0.403949884,15.19210023,0.596050116,0.807899768,123.5960501,1
0,1.008531096,9.008531096,0.995734452,2.40085311,3.995734452,3,1.008531096,1.004265548,1.004265548,1,11.0085311,0.004265548,0,129,1
1,2.129475441,28.1763114,1,3,4.56473772,4,4,0.43526228,3,1,18.56473772,1,1,149,1
1.6,2.841382802,7.079308599,0.079308599,2.079308599,4.841382802,4,3.079308599,2,2,0,12,0,0,114,1
2.96494948,2.30996632,31.65498316,1,3.34501684,5,0,4.34501684,2,3.65498316,0.65498316,13,1,6.869003368,214.6199326,1
1,1,24.94526729,0.945267293,3.054732707,4.945267293,4,1.164198121,1.945267293,3,0.945267293,14,1.054732707,1.945267293,148.8905346,1
0,3,26,0,3,5,2,3,0.795757894,4,1,11,0.204242106,2,146,1
1,1,15,1,4,6,4,5,0.418695143,3,1,12,1.581304857,8,146,1
3.502831772,1,28,0,2,3,3,3,0.219634929,5,1,11,0,1,121,1
0.000227038,3,33.00022704,0.000227038,2.000227038,3.000227038,0.000454076,1,1.000227038,2.000227038,0.000227038,21.99931889,0.000227038,8.999772962,176.0015893,1
0.084998462,1.084998462,17.25499539,0.084998462,3,5,2.169996925,4.084998462,0.084998462,6,0.084998462,15.08499846,1.084998462,0.084998462,148,1
1,2.843879411,27.84387941,0.843879411,3.156120589,4.843879411,4,4,1.843879411,2.843879411,1,13.68775882,1.843879411,1.624482355,146,1
1,3,13.77312331,0,3,5.484584463,4,2.742292231,1.257707769,2.257707769,0.257707769,16.48458446,1.742292231,1.515415537,148.7422922,1
20.32874162,1.335629191,30.1678146,0.167814596,4,4,0,2.503443787,0.335629191,3.839072978,0.167814596,13.1678146,10.15403945,5.493801184,228.1678146,1
1,1,9,1,3.120363576,5.759272848,4,1.879636424,0.120363576,7.120363576,1,14,2.759272848,3,160.2407272,1
1,1,16.79718575,0.932395251,3,5.864790501,4,1.135209499,1,8.729581002,0.067604749,14,1.067604749,4.270418998,158.9323953,1
3.683106596,1,28,0,2,3,3,3,0.275970811,5,1,11,0,1,121,1
0,1,19.90033114,0.928807961,2,4,3,2.071192039,1.928807961,2,1,13.07119204,0,1.427152236,124,1
19.56946418,1.861071642,15.83357015,0.430535821,3.569464179,4,3.138928358,3.138928358,0.861071642,8.847320895,0.569464179,18.13892836,1.569464179,4,175.8610716,1
3.4,1,14,1,3,5,3,5,0.880859328,2,1,11,0.119140672,7,121,1
13.51239282,3,8.049571283,1,2.512392821,4.024785641,3.024785641,3,1.487607179,3.487607179,1,14.51239282,1.512392821,1.537178462,149.5619641,1
0,3,19,0,2,3,2,4,2,6,0,11,0.651168093,0,158,1
0,1.749649849,19.5007003,1,2,2.250350151,2,3,1,8.374824924,0,13.25035015,0.374824924,0.749649849,147.6251751,1
15.65068563,2.242661248,32.10665312,0.621330624,2.378669376,3.621330624,0,3.485322497,1,3.863991872,0.621330624,12.62133062,2.650685631,2.272016255,206.7279837,1
0,1.562563773,16,1,2.718718113,3.281281887,0,3.562563773,1,7.84384566,0,12.68769132,1.84384566,0,200.8438457,1
0,1.110603599,13.37696576,1,2,4,3,5,1.889396401,7.668189203,0.110603599,11.4424144,1.110603599,0,125.6681892,1
7.857639077,1,10.14236092,1,3.035590231,4,4,5,1.035590231,5.964409769,0.035590231,13.07118046,1.964409769,3.035590231,148.9288195,1
3.005669697,3,30.98866061,1,2.011339395,4.005669697,0.011339395,3.994330303,1.988660605,3.005669697,1,12.0056697,1.005669697,0.005669697,190.9886606,1
7.460362991,1,11.97599526,1,2.767271651,3,3,4.767271651,1.767271651,3.534543302,1,13.5345433,0.232728349,3,122.2327283,1
0,1,15.09233895,0.053830525,2,3.053830525,3,5,2,6.10766105,0.946169475,11,0,3.7846779,126.9461695,1
0,3,12.62024934,0.810124671,2.437975066,3,3,3.810124671,2,2,0.189875329,13,0.810124671,0,127.3797507,1
0,2.961042154,17.88312646,0,2.4,2.038957846,3,3.961042154,1.961042154,2,0,15,0.077915693,0.077915693,127,1
4.216378211,1,12.39181089,1,4,4.608189105,4,5,0.608189105,8.391810895,0.391810895,19.56724358,2,1.783621789,147.1754327,1
0.802401784,1.395196431,35.40720535,1,3.604803569,4.604803569,3.604803569,3.407205353,2,2,0.197598216,13.18558929,0.802401784,5.395196431,159.6048036,1
1,1,7.34124445,1,4,4.34124445,4,3.023733349,2,4.706222249,0.65875555,14,4.635022201,8.65875555,150.9762667,1
1,1,35.55581659,0.444183407,3.444183407,5,2,3.888366814,2,3.888366814,0,22.11163319,2.111633186,6.779082966,169.1116332,1
0.675586774,1.648826453,16.97323968,1,3,4,3.351173547,5,1.675586774,4.648826453,1,12.32441323,1.324413226,1.324413226,158.2976529,1
11.12451698,1,12.9110593,0.50889407,2.50889407,3,5,4.01778814,1,4.03557628,0.50889407,14.98221186,1,5.96442372,297.0355763,1
0.831325884,1,19.15060223,0.138554314,2.861445686,4,3,3.861445686,0.138554314,6.554217256,0.138554314,16,0.138554314,0.861445686,124.8614457,1
3,3,28,1,3,4,2,3,0.866035675,3,1,12,1,0,164,1
15,1,11,1,3,4,4,3,0.009910695,11,1,13,1.990089305,8,150,1
1,1.778046306,24.22195369,0.221953694,3,4.221953694,4,2.778046306,1.221953694,2.221953694,1,12.44390739,1,1.221953694,151.3341389,1
0,1,13.6177992,0.5392664,2.72355984,4,3,2.5392664,1.4607336,1.4607336,1,17.4607336,1,0,131.696332,1
0.988840541,1.988840541,13.02231892,0.988840541,3.977681083,3.988840541,4,5,1.011159459,6.022318917,0.988840541,22.98884054,1,3.011159459,145.9553622,1
1,3,10,0,4,4,4,1,2,3,1,13,1.516767924,1,141,1
1,1,19.03931216,0.013104055,4,4,4,2.013104055,0.013104055,3,0.986895945,12.01310405,2,1.026208109,150.0131041,1
6.8,1.490861278,13.26370808,1,2.754569361,3,2.754569361,2.509138722,1.754569361,2.490861278,0,12.49086128,0.754569361,0,119.4908613,1
1,1.751395115,28.00558046,0.248604885,3,5,4,3.502790231,1.248604885,3,0.248604885,13.24860488,1.751395115,1.248604885,152.7569756,1
2.061605021,2.076789959,12.84642008,1,2.538394979,3,3.538394979,4.461605021,2,2.923210041,0.538394979,14,1,0,119.461605,1
8.992135639,2.984271279,15.05505052,0.992135639,2.015728721,3.007864361,0,1,1,4.984271279,0,11.00786436,0.007864361,3.023593082,201.0314574,1
2.742469392,3,6.427408177,0,2.142469392,4.715061216,4,2.715061216,2,2,0.142469392,12,1,0,114.2849388,1
2.805266212,1.194733788,8.805266212,1,3,4.097366894,0.902633106,2.097366894,1,8.805266212,0,12,7.805266212,6,245.4421297,1
0,3,19,0.706371997,2.706371997,3.706371997,2,4.706371997,1.293628003,6,0.706371997,12.41274399,0.706371997,1.412743994,160.119116,1
0,2.308840828,13.06911592,1,2.392652248,3.345579586,3,4,1.654420414,2,0,13.69115917,0.345579586,0,126.6544204,1
9.937159643,1,34.97207095,1,2.013964524,3.013964524,0,4.006982262,1.006982262,2.006982262,0.993017738,12.00698226,3.986035476,5.609775167,217.9581064,1
0.403480969,1.806961938,15.40348097,0.403480969,2.403480969,3.403480969,4,5,1.596519031,5.982595155,0,21.19303806,1.403480969,2.789557093,142.403481,1
0.234754422,2.530491157,6.939017687,1,2.469508843,4.765245578,2.469508843,4.234754422,1.530491157,7,0,14.76524558,0.469508843,0.704263265,166.5304912,1
5.855095416,1,27.09434635,0,2.181130729,3,3,3.181130729,1,4.456607812,0.818869271,11.36226146,0.181130729,0.818869271,121.1811307,1
13.33733061,3,11.63868574,1,2.337330609,3.337330609,2,3,1.337330609,4.337330609,1,14.33733061,0.674661218,2.325338782,169.3493224,1
1,1,21.51742892,1,3,4.172476306,4,1,1,7,0.827523694,13.82752369,2,4.827523694,149,1
0,1.001195878,11.99940206,0.999402061,2.000358763,3,3,4.998804122,2,2.999402061,0.000597939,11.00119588,0,2.998206183,129.9994021,1
1,3,31.2312766,0,3,4.69218085,0,3.7687234,1,3,0,16.77037235,1.69218085,10.69218085,198.9234575,1
1,3,17.51766957,1,3.241165214,3.482330429,2.482330429,3.482330429,0,8.794173928,0,13,2,3,171.2765044,1
1,1,9,1,3,6,4,1.233567361,0.766432639,7,1,14,2.233567361,3,160,1
1,1,10,0.06818662,3.06818662,4,4,3.13637324,1.86362676,3.272746479,0,13.06818662,2.93181338,7.659066901,165.9318134,1
1,1,10.18712427,0.18712427,3.18712427,4.18712427,2.374248541,3,1.18712427,2.935621352,0.81287573,19.43862719,1.81287573,3,166.4386272,1
0.55554957,1,9,1,3.55554957,3.55554957,4,4.44445043,1.11109914,4.33335129,0,13,1.55554957,1.44445043,139.4444504,1
8,1,9.125916781,1,3,4,4,4.708638927,1,5.125916781,0.291361073,13,2,3.291361073,148.7086389,1
1.6,1,8.417394782,1,2.582605218,3,4,3.582605218,2,2,0,12.41739478,1,0,114,1
1.507467521,2.246266239,8,0,2.675373376,4.37686688,3,1.37686688,1.62313312,6.869399359,0.37686688,13.62313312,0,0,128,1
1.372285225,2.75180985,15.75180985,0.124095075,3.124095075,4,4,2.372285225,2,3.24819015,1,15,1,3.124095075,147.8759049,1
0.094701001,1.094701001,16.810598,0,3.094701001,5,2.189402002,3.715896997,1,6.189402002,0,14.715897,1.094701001,0.284103003,147.905299,1
0,1,19.21126885,0.507043028,2.492956972,3.507043028,3,1,1.507043028,2,1,12.01408606,0.492956972,0.507043028,124.492957,1
1,1,9.66984405,1,4,4,4,3.679376199,0,7.33015595,0.33015595,14,2.33015595,3,164.0095321,1
12.57279718,3,17.67959789,0.106800704,3,4,0,1.106800704,1.106800704,2.893199296,0,18.67959789,0.893199296,7.893199296,201.3591958,1
1.186388482,3,10.81361152,0.953402879,3.046597121,4.953402879,2,1,2,3.326179844,1,12.95340288,4.813611518,5.046597121,183.0931942,1
0.939773055,3,31.12045389,0,2.939773055,4.87954611,1.87954611,3.87954611,1.87954611,2,0.939773055,23.87954611,4.75909222,10.87954611,171.3011347,1
0,1.297650278,15.84281967,0.702349722,2.821409833,3,3,3,0.297650278,2,0,12.89295083,2,2,126.2976503,1
0,1,22.65574564,0.298066201,3,3.701933799,3,4.701933799,2,5.509668994,1,20.8941986,1,0,124.2980662,1
1,3,31,1,3.320401286,3.281605145,4,3.718394855,2,3,0.320401286,17.03879614,2,1,136,1
2.671426313,1.164286843,13,1,4,4,4,5,0.164286843,8.50713947,1,22.16428684,1.835713157,3,148.5071395,1
1,1,35.21683857,0.783161431,3.783161431,5,2,4.566322862,2,4.566322862,0,21.43367714,1.433677138,5.084192845,168.4336771,1
1,3,31,1,3,2,4,5,2,3,0,18,1.877502138,1,136,1
2.326981332,2.269813318,29.09528002,0.634906659,2.365093341,3,3.634906659,3.365093341,1.634906659,2,1,19,0,2.920746727,118.09528,1
0,1.247692053,16.37153808,0.876153973,2.876153973,3,0.247692053,3,1.123846027,6.62846192,0.123846027,11,0.247692053,0.247692053,199.876154,1
1,1,12,0,3,4.788393087,4,3,1.070535638,3.141071275,1,15,1,7.71785745,149,1
1,1,15.18114099,1,3.909429504,4.909429504,3.818859007,3.181140993,2,3,0.909429504,12.36228199,1.909429504,3.543422978,165.181141,1
0.190128766,1.190128766,17.5703863,0.190128766,3,5,2.380257533,4.190128766,1,6,0.190128766,15.19012877,1.380257533,0.190128766,148,1
0,3,9.821250155,1,2,4.821250155,0,1.821250155,0.178749845,2,0.178749845,11,6.285000618,7.821250155,203.8212502,1
1,3,10.72315436,1,3.544630871,6,2,3.455369129,1.455369129,6.910738258,0.544630871,17.63389261,1,4.812416098,189.2768456,1
1,1,32,0.07785652,3.92214348,5,4,4,1.07785652,6.92214348,0.07785652,17.31142608,1.92214348,2.07785652,149.844287,1
10,3,15,1,2,5,1,3,1,8,0,11,5.777240957,10.84455181,229,1
0,1,14.49392233,0,2,4,4,4.246961167,2,2,0,12.24696117,0,0,113.2469612,1
1.140354655,3,7.280709309,0.859645345,3.719290691,3.859645345,3.719290691,3,0.140354655,5,0.140354655,16.28070931,1.859645345,2.578936036,153.7192907,1
1,1.337620012,25.16881001,0.168810006,3.831189994,4.168810006,4,1.506430017,1.831189994,3,0.168810006,19.83118999,1.831189994,1,151.49357,1
0,3,10.85394288,1,2,4,2,2.707885764,2,2,1,11.14605712,0.584228471,3.146057118,157.1460571,1
0.013228813,3,24.02645763,0.013228813,3,3.026457626,2.026457626,3.013228813,0,1.026457626,1,18.01322881,2.973542374,1.986771187,146.0396864,1
0,1,18.98586345,0,2.511780457,3.488219543,3,2.952878174,0.511780457,2,1,11,0.511780457,0,124.0235609,1
